0,0.455598586402
1,0.506770255724
2,0.473461673775
3,0.648125161613
4,0.42293669378
5,0.409862780673
6,0.385195634961
7,0.519508491977
8,0.348054334633
9,0.478165418175
10,0.527307839266
11,0.210741012546
12,0.541549175232
13,0.709221264901
14,0.614909375879
15,0.557556101885
16,0.498896908678
17,0.582913308707
18,0.459379495704
19,0.512784698336
20,0.603527536234
21,0.491269533541
22,0.465947110619
23,0.502770531436
24,0.576670660058
25,0.487477716682
26,0.417732513619
27,0.606714342139
28,0.429610661123
29,0.424600892944
30,0.271888908044
31,0.472508581628
32,0.439759624254
33,0.543610289233
34,0.407300572359
35,0.25555128715
36,0.439185524066
37,0.45118270368
38,0.495563144606
39,0.283303848547
40,0.433979174906
41,0.621550993223
42,0.519819016064
43,0.672935799477
44,0.0
45,0.556098168206
46,0.529703000802
47,0.615240052649
48,0.365343370851
49,0.289462883271
